	INDEX	PRE	KWIC	POST	FILE	GENRE	VERB_TYPE	POS	VERB_FORM	METAPHOR.MUSIC	MOTION_TYPE	Deictic	COMMENT	LEMMA
1551	134	  of a solo horn (the excellent David Pyatt) 	floating	 dreamily on an early morning haze of trem	IR674es150611.txt	news	manner	verb	ing	yes	Self-contained	no		float
1943	25	 rturo Benedetti Michelangeli (1920-95), a trained 	racing	 driver similarly obsessed with piano mechan	GLR1311fm280210.txt	news	manner	ADJ	ing	L	NA	NA		race
2169	43	  events like a pair of socks in a 	tumble	 dryer as they journey from turn-of-the-	IR407ap140310.txt	news	Manner + path	N	NA	L	NA	NA		tumble
2170	23	 . Bed and TV share room space with decrepit 	tumble	 dryers, clapped-out car and, inevitably, th	GLR545fa040911.txt	news	Manner + path	N	NA	L	NA	NA		tumble
1405	19	  laughing. *** You could also feel your skin 	crawl	 during the performance of Philip Glass's 	WSJ100hw061011.txt	news	manner	verb	infinitive	no	NA	NA		crawl
418	308	  after the 15 psalms sung by pilgrims as they 	ascended	 during their journey, Songs of Ascension 	IR908CDag130511.txt	news	path	verb	past	L				ascend
1817	186	  electrifying, the woodwind and brass supple, the 	pacing	 dynamic, while the ENO chorus is at its 	IR205ap060512.txt	news	manner	N	ing	yes	Self-contained	no		pace
659	4370	  this violence in the music, which doesn’t 	come	 easily for me. But there was a satisfaction 	NYT365ss100808.txt	news	path	verb	infinitive	no	NA	NA		come
1552	239	  tone all the way up, when phrases kept 	floating	 ecstatically heavenward. Countertenor Jay	WP654th020309.txt	news	manner	verb	ing	yes	translational	no		float
1609	18	  um-pah-pah patterns. A gently curving melody 	floats	 effortlessly above. The powerful music resu	MA05-24.3_13.txt	aca	manner	verb	3_present	yes	Self-contained	no		float
40	2194	  platitudes about beauty and spirituality without 	approaching	 either. How does one thread this needl	TT332jb270112.txt	news	path	verb	ing	no	NA	NA		approach
1505	174	  Mr. Daniels traded off the arching phrases with 	floating	 eloquence and poise over a steady bass li	NYT291zw040411.txt	news	manner	ADJ	ing	no	NA	NA		float
2060	50	 gs, we needed performances that anchored all that 	swirling	 emotion in a luminous moment. Which is ex	TT714ih141210.txt	news	manner	ADJ	ing	no	NA	NA		swirl
2061	49	  of the action, a vortex draining all the 	swirling	 emotion into its black-hole thrall. His p	GLR737fm240411.txt	news	manner	ADJ	ing	no	NA	NA		swirl
41	1361	 ch relationships of the  sum- and difference-tone 	approach	 employed in this Sonata mean that  the re	Tempo10-64.252_197a.txt	aca	path	N	infinitive	no	NA	NA		approach
1971	54	  problem was acoustic bleed, as the delicately 	staggered	 endings of Beethoven's chords (first the	IR313ap060211.txt	news	manner	ADJ	past_participle	yes	Self-contained	no	technical use? Translation: versetzt	stagger
1944	44	  lived at extremes of pure stillness or pure 	racing	 energy. Yet the range of rhetoric and feeli	TT805ih240810.txt	news	manner	ADJ	ing	no	NA	NA		race
1961	13	  low voices (Ex. 9(a)), while Tomkins uses 	staggered	 entrances with the cantus alternating wi	ML09-90.4_Grazia.txt	aca	manner	ADJ	past_participle	yes	Self-contained	no	technical use? Translation: versetzt	stagger
1962	10	  a greatly expanded time scale) with the 	staggered	 entries in his synthesised replica of th	MA09-28.2:3_06.txt	aca	manner	ADJ	past_participle	yes	Self-contained	no	technical use? Translation: versetzt	stagger
1338	821	  of being a static remnant of a by-	gone	 era (see Fabian 1983 for a critique of the 	MTO10_16.4_Locke.txt	aca	path	verb	past_participle	no	NA	NA		go
1277	200	 ents for the concept  of directed progression. it 	goes	 even a step further by specifically  identify	EMH10-29_Maw_A.txt	aca	path	verb	3_present	no	NA	NA		go
1252	1326	  Japanese and Western music.   Two of the tutors 	go	 even further than those already mentioned and a	19thMR10-7.1_1130a_A.txt	aca	path	verb	infinitive	no	NA	NA	phrasal verb	go
1650	54	Too much of Hesperus Is Phosphorus lacks this charm, and too often the score settles into a rote voice: lyrical in feel, gently dissonant in flavor,	meandering	 even in its peppy sections. Mr. Spratla	NYT314zw060612.txt	news	manner	ADJ	ing	yes	Self-contained	no	negative	meander
2062	51	  it? A It's like sitting amid a 	swirling	 event in which your attention is pulled t	MN23rs070612.txt	news	manner	ADJ	ing	no	NA	NA		swirl
606	5526	  the German director, Peter Stein, who seemed to 	come	 every year; and the fiercely high-minded Drum	TT1157mh100809.txt	news	path	verb	infinitive	L	NA	NA		come
1998	45	  mood of excitement. It was played with 	staggering	 exactitude at precariously swift speeds	GLR463ta271011.txt	news	manner	ADJ	ing	no	NA	NA		stagger
625	2104	 Sollima's 1993 Violoncelles, Vibrez! In between 	came	 excerpts from a Bach-inspired Suite (1999) by	CT248aga190312.txt	news	path	verb	past	no	NA	NA	programme schedule	come
1506	171	 cross as vulnerable rather than unsteady. Faust’s 	floating	 exclamation O merveille!, when Méphisto	NYT279zw150112.txt	news	manner	ADJ	ing	no	NA	NA		float
1651	66	 redemption. Instead, Mr. Górecki offers graceful, 	meandering	 exploration that, if one is patient, of	WSJ249imc210912.txt	news	manner	ADJ	ing	yes	Self-contained	no	positive?	meander
1818	182	  love of Romeo and Juliet. The director, whose 	pacing	 falters in the second act, keeps pinning hi	MN98rs031012.txt	news	manner	N	ing	yes	Self-contained	no	speed is motion	pace
1255	1163	  Paul Rapoport in Canada.11   The piece had me 	go	 far beyond the call of duty and tested 	Tempo10-64.254_410a.txt	aca	path	verb	infinitive	no	NA	NA		go
2211	38	  exploits the Coliseum's deep stage, creating a 	tumbling	 farce of forced entries and emergency exi	IR341ap141110.txt	news	Manner + path	ADJ	ing	yes	Self-contained	no		tumble
1790	53	  bassoon,  tuba and double bass accompanying the  	pacing	 feet of the Miller as he attempts to 	Tempo10-64.252_203a.txt	aca	manner	verb	ing	no	NA	NA		pace
1791	197	  Harrison-Kerr) is hiding from two bailiffs whose 	pacing	 feet set the rhythm of the opening dance 	IR963ap221109.txt	news	manner	verb	ing	no	NA	NA		pace
1819	129	  the Royal Opera House orchestra. At times the 	pacing	 felt too leisurely, yet the excitement of t	GLR159fm010712.txt	news	manner	N	ing	yes	Self-contained	no	speed is motion	pace
1212	818	  a compound-tempo main theme. The stop-and-	go	 fermatas within the thematic introduction to t	MTO10_16.2_Schmalfeldt3.txt	aca	path	ADJ	infinitive	no	NA	NA		go
913	379	 descending fifth motion to d2 at measure 119. The 	descending	 fifth constitutes an unfolding into the	MTO09_15.2_Kraus.txt	aca	path	ADJ	ing	yes	translational	no		descend
914	46	 ant preparation in G major. Likewise, the scalar  	descending	 fifth in m.21 strongly suggests an arri	BF06spring_biamonte_A.txt	aca	path	ADJ	ing	yes	translational	no		descend
915	278	 a dominant seventh chord and its transposition by 	descending	 fifth. Ex. 10b depicts an efficient voi	MA08-27.1_09.txt	aca	path	ADJ	ing	yes	translational	no		descend
916	206	  fifths to the sharp side and initiating a 	descending	 fifths progression which ultimately lea	MA05-24.3_13.txt	aca	path	ADJ	ing	yes	translational	no		descend
2096	52	  a potential idyll almost from the outset. The 	swirling	 figurations of Ungeduld were suddenly pro	GLR312ta220312.txt	news	manner	ADJ	ing	yes	Self-contained	no		swirl
538	314	 movement, a whirlwind of octave leaps and rapidly 	ascending	 figurations. The stark staccato motif of	NYT457CDvs300412.txt	news	path	ADJ	ing	yes	translational	no		ascend
917	366	  that SC 027 pairs within the same ascending or 	descending	 figure involve a transformation of T11,	MTO09_15.1_Lind.txt	aca	path	ADJ	ing	yes	translational	no		descend
2166	80	  Genest was the puppetry choreographer), with the 	tumbling	 figures married to elements like the snee	WSJ200hw221009.txt	news	Manner + path	verb	ing	L	NA	NA		tumble
918	627	  glitter of light on jewels with little scratchy 	descending	 figures. It was only disappointing that	WP139am090312.txt	news	path	ADJ	ing	yes	translational	no		descend
1711	108	  danced with a becoming lilt. And the smartly 	paced	 finale -- a Russian-flavored Spanish dance, 	CT582jvr150702.txt	news	manner	ADJ	past_participle	yes	Self-contained	no	speed is motion	pace
1712	333	 character. He transformed Vivaldi’s routine, fast-	paced	 finale into a virtuoso’s romp. With violence	WP104th230412.txt	news	manner	ADJ	past_participle	yes	Self-contained	no	speed is motion	pace
397	15	 ond strophe greatly elaborates on that model, but 	arrives	 finally at a similar dominant.At this poin	BF05fall_samarotto_A.txt	aca	path	verb	3_present	yes	translational	no		arrive
601	404	  mai  ho inteso far negotio in tali cose 	come	 fino ad ora infatti si avera conosciuto, et 	EMH10-29_Orden_A.txt	aca	path	NA	NA	exclude	NA	NA	Italian	come
2032	53	 , not intellectual posturing:  whilst much of the 	swirling	 fire is articulated in  semiquavers at qu	Tempo10-64.252_203a.txt	aca	manner	ADJ	ing	L	NA	NA	direct metaphor	swirl
1652	36	  uneasy with the combination. He left his 	meandering	 First Violin Sonata incomplete in 1897.	GCDR132ta131011.txt	news	manner	ADJ	ing	yes	Self-contained	no		meander
660	2955	 anding of Handelian sensuousness. Operatic scenes 	came	 first. Connolly was implacable in one of Agri	GLR1251ta050410.txt	news	path	verb	past	no	NA	NA		come
919	657	  a moment in Thoreau that is enchanting. A 	descending	 five-note figure that had been lingerin	WSJ217si191010.txt	news	path	ADJ	ing	yes	translational	no		descend
2040	54	  against a backdrop of proliferating graffiti and 	swirling	 flags a little too redolent (though green	IR636es260212.txt	news	manner	ADJ	ing	L	NA	NA		swirl
1913	29	  stamped Rhapsody in Blue with his own imprint, 	racing	 fleetly through the lively sections, and el	MN63pr071010.txt	news	manner	verb	ing	yes	translational	no		race
539	344	  drone—which slowly builds, eventually met by an 	ascending	 flight of lighter strings, lush and sad.	WSJ249imc210912.txt	news	path	ADJ	ing	yes	translational	no		ascend
1441	244	 music, video projections, sculptural elements and 	floating	 flower lanterns in the water pools. A fa	WSJ63bj220911.txt	news	manner	ADJ	ing	L	NA	NA		float
2097	55	 ercussive edge contrasted well with the flurry of 	swirling	 flute figurations, before achieving a slo	GLR1161re090610.txt	news	manner	ADJ	ing	yes	Self-contained	no		swirl
42	995	 ic (Smalley 1997: 116). it seems to be one viable 	approach	 for a composer who would like to maintain	OS09-14.3_124a.txt	aca	path	N	infinitive	no	NA	NA		approach
1335	2392	 tles Greenwich Council for funding, the notion of 	going	 for a quiet pint has all but disappeared 	IR307ap270211.txt	news	path	verb	ing	no	NA	NA		go
1370	1588	 portant music-music worth getting to know. Levine 	went	 for dramatic impact rather than attempting to	CT558jvr010791.txt	news	path	verb	past	no	NA	NA		go
920	191	  same in each case, ascending for C major, 	descending	 for F minor  Ex. 4). Raising 7 in F mi	MA04-23.1_58.txt	aca	path	ADJ	ing	yes	translational	no		descend
1349	4089	  work on the program was David Claman’s 	gone	 for Foreign. Written during a stay in India,	WP140sb090312.txt	news	path	verb	past_participle	no	NA	NA		go
226	579	 h prevented the contralto Nathalie Stutzmann from 	arriving	 for her scheduled Kindertotenlieder, it	WP367am151010.txt	news	path	verb	ing	L	translational	NA		arrive
2118	56	 ssandi for the ice-sweeping in curling, Debussyan 	swirls	 for sailing, constant changes of tempo for 	GLR284ac110412.txt	news	manner	N	NA	yes	Self-contained	no		swirl
865	569	  phase two, and long before Loge's fire 	descends	 for the flame-grilling denouement the tem	IR1187es081007.txt	news	path	verb	3_present	no	NA	NA		descend
1914	34	 , Mr. Heras-Casado and the players were not 	racing	 for the gold in this fleet, light-textured 	NYT80at100812.txt	news	manner	verb	ing	yes	Self-contained	no		race
1294	4408	  Manon kisses the boys, shows some leg, and 	goes	 for the money every time. It worked, up 	WSJ90hw280312.txt	news	path	verb	3_present	no	NA	NA		go
1685	7	  hobbled by a slow, ambiguous ending that 	meanders	 for too long. But the other movements 	WP410rb051211.txt	news	manner	verb	3_present	yes	Self-contained	no		meander
465	178	  descent in the left hand, and only in 	ascending	 form (inversion) in the right.The wedge 	MA08-27.2:3_04.txt	aca	path	ADJ	ing	yes	translational	no		ascend
43	1196	  in Robbe-Grillet's  novel The Voyeur.2 Such 	approaches	 form a contrast to the more overt subje	search08-1_Hoban.txt	aca	path	N	3_present	no	NA	NA		approach
466	120	  row can in fact be described as an 	ascending	 form and an inverted transposition of th	MA06-25.1:2_72.txt	aca	path	ADJ	ing	yes	translational	no		ascend
467	267	  minor with the P theme in its original 	ascending	 form and continues through two sequentia	20thM09-6.2_162a_A.txt	aca	path	ADJ	ing	yes	translational	no		ascend
2197	71	  of an hour and three quarters. As ideas 	tumble	 forth in Havergal Brian’s epic scheme, you 	TT364CDvarious021211.txt	news	Manner + path	verb	infinitive	no	NA	NA		tumble
602	420	 cob benedectino,  quali libri stavano per coperta 	come	 forti di carta pecora. Lei non me lo 	EMH10-29_Orden_A.txt	aca	path	NA	NA	exclude	NA	NA	Italian	come
2232	59	  tenuous, and became more so as the music 	tumbled	 forward to climax after climax, the sound 	IR1385ap070908.txt	news	Manner + path	verb	past	yes	translational	no		tumble
1322	4417	  was the obvious solution for musical continuity 	going	 forward, says Peter Gelb, general manager o	WSJ102hw270911.txt	news	path	verb	ing	no	NA	NA		go
468	235	  accentuation of both crucem and sanctam by an 	ascending	 fourth (D–G). in the Slavonic versions o	PMM10-19.1_12Xa.txt	aca	path	ADJ	ing	yes	translational	no		ascend
1653	47	 , slow middle section. It was slow. A 	meandering	 fourth movement was also slow. The fast	LAT34ms250312.txt	news	manner	ADJ	ing	yes	Self-contained	no		meander
921	269	 s of pencil. First, Schenker considered showing a 	descending	 fourth progression from ew to Bw in the	MA08-27.1_07.txt	aca	path	ADJ	ing	yes	translational	no		descend
922	185	  Parsifal  Ex. 7a) may be rearranged into two 	descending	 fourths to form the Bell motive A-E-	MA04-23.1_57.txt	aca	path	ADJ	ing	yes	translational	no		descend
469	123	 re, however. Because of the consistent pattern of 	ascending	 fourths, the D major of the song’s 	MA06-25.3_81.txt	aca	path	ADJ	ing	yes	translational	no		ascend
470	125	 rs 10–14, not shown here) which simply repeat the 	ascending	 fragment, Dw–D– Ew–Fw. Section B (bars 1	MA06-25.3_81.txt	aca	path	ADJ	ing	yes	translational	no		ascend
923	188	  bar the symmetry dissolves into a number of 	descending	 fragments that counterbalance the ascen	MA04-23.1_57.txt	aca	path	ADJ	ing	yes	translational	no		descend
334	571	 nnedy Center’s Terrace Theater on Saturday night, 	arrives	 freighted with so many ideas that its prog	WP57am250612.txt	news	path	verb	3_present	no	translational	NA		arrive
1999	43	  a festival band and still plays with 	staggering	 freshness and verve. Fischer's eccentri	GLR414km270812.txt	news	manner	ADJ	ing	no	NA	NA		stagger
582	205	 ly focusing upon the tonic scale-degree, actively 	ascends	 from  to  and also creates an enormous re	MTO10_16.2_Schmalfeldt3.txt	aca	path	verb	3_present	yes	translational	no		ascend
583	237	  the fifth will be raised, if [the melody] 	ascends	 from ‘lichanos meson’ [G], while it will t	PMM10-19.1_12Xa.txt	aca	path	verb	3_present	yes	translational	no		ascend
992	434	  as an act of rejection, if [the melody] 	descends	 from ‘trite diezeugmenon’ [c] down to the	PMM10-19.1_12Xa.txt	aca	path	verb	3_present	yes	translational	no		descend
540	307	 's nothing quite as graceful as The Lark 	Ascending	 from 2009's Fantasie, neither is there 	IR887CDag071011.txt	news	path	verb	ing	exclude			proper name	ascend
661	1294	 e graduel (Mechelen, 1914), 3–4, n. 3. This quote 	comes	 from a chronicle from the Abbey of Gottesgna	PMM09-18.2_040a.txt	aca	path	verb	3_present	no	NA	NA		come
836	438	 rly corresponding pairs of ingressae and introits 	descend	 from a common ancestor.2 This is a relativ	PMM10-19.2_045a.txt	aca	path	verb	infinitive	no	NA	NA		descend
1396	119	  gradual propensity of the Dformula  – in Hymnen, 	going	 from a constant melody considered as a kerne	BPM09-10_rheaume.txt	aca	path	verb	ing	yes	translational	no	 These somewhat plodding examples nevertheless illustrate the gradual propensity of the Dformula in Hymnen, going from a constant melody considered as a kernel, and then slowly moving away from it, first by conjunct, then by more and more disjunct intervals.	go
662	5255	  the general level is higher, because the players 	come	 from a global pool. For every place, we 	TT803ih250810.txt	news	path	verb	infinitive	no	NA	NA		come
1360	360	 h shooting already in progress, White Christmas 	went	 from a literal use to a more thematic 	JM26.txt	aca	path	verb	past	no	NA	NA		go
663	180	 e  formula since a discrete constant melody often 	comes	 from a process that in French is  called 	BPM09-10_rheaume.txt	aca	path	verb	3_present	no	NA	NA		come
802	621	  March bundles of what look like Serrano hams 	descend	 from above; it's those same lads, now 	TT1132ih170510.txt	news	path	verb	infinitive	L	NA	NA		descend
826	579	  Almirena. At Armida’s word a huge harpsichord 	descends	 from above: literally her instrument of e	NYT40at010312.txt	news	path	verb	3_present	L	NA	NA		descend
664	582	  Adorno, who described his work on jazz as 	coming	 from an alienated perspective, explained th	JM23.txt	aca	path	verb	ing	no	NA	NA		come
924	187	  the same sum 0 symmetry through chromatic scales 	descending	 from B to G in upper woodwind, horn 	MA04-23.1_57.txt	aca	path	ADJ	ing	yes	translational	no		descend
858	637	 ing the vast realm of basic musical craftsmanship 	descending	 from Bach and Mozart. This year's Bard	WSJ03bls070812.txt	news	path	verb	ing	no	NA	NA		descend
851	510	 efore returning to an aggressive gallop. The work 	descended	 from Beethoven's glowering countenance w	CT132aga130912.txt	news	path	verb	past	no	NA	NA		descend
471	102	  G in upper woodwind, horn and violins and 	ascending	 from C to E in the bass. Perhaps 	MA04-23.1_57.txt	aca	path	verb	ing	yes	translational	no		ascend
993	200	  ascends from E to C; in bars 302-303 it 	descends	 from C to E in the same register, 	MA05-24.1:2_84.txt	aca	path	verb	3_present	yes	translational	no		descend
2227	42	  in music that too often seems simply to 	tumble	 from climax to climax.  Album: Maurice Steg	IR399CDap11&180410.txt	news	Manner + path	verb	infinitive	yes	translational	no		tumble
2119	58	 rder and strings. Ravishingly phrased, with heady 	swirls	 from Cummings' harpsichord, saucily swung n	IR1426ap240208.txt	news	manner	N	NA	yes	Self-contained	no		swirl
665	2499	 rincipals at the curtain. The strongest portrayal 	comes	 from David Kempster, whose Marcello makes th	GLR206re030612.txt	news	path	verb	3_present	no	NA	NA		come
584	111	 of voice exchange: in bars 266-269 the upper line 	ascends	 from E to C; in bars 302-303 it descends 	MA05-24.1:2_84.txt	aca	path	verb	3_present	yes	translational	no		ascend
585	130	 s upwards to its resolution. The vocal line 11 12 	ascends	 from ew to bw in four bars and 	MA06-25.3_82.txt	aca	path	verb	3_present	yes	translational	no		ascend
666	3431	  roots go back to Homer. Many of these 	come	 from expat communities, for whom they are a 	IR459CDmc180911.txt	news	path	verb	infinitive	no	NA	NA		come
925	488	 tral section reveals a startling  cycle of thirds 	descending	 from F  to G, before proceeding to F  	19thMR09-6.2_3128a_A.txt	aca	path	verb	ing	yes	translational	no		descend
2189	55	 on these steps, suggesting the Duchess's imminent 	tumble	 from grace and favour. Outsize reproduction	IR1131es130608.txt	news	Manner + path	N	NA	no	NA	NA		tumble
2120	57	  delights. Temperance and the Star together bring 	swirls	 from harp and vibraphone; the Sun sweeps al	GLR1038ej090910.txt	news	manner	N	NA	yes	Self-contained	no		swirl
227	260	  contracted with some extraordinary voices lately 	arrived	 from italy, to perform in the italian Oper	18thM10-7.2_059a_A.txt	aca	path	verb	past	L	translational	NA		arrive
667	6149	  she showed up in his room. Solid contributions 	came	 from Jennifer Black as Lisa, who wants Elvino	WSJ176hw050309.txt	news	path	verb	past	no	NA	NA		come
837	320	 it seems likely, however, that many variants also 	descend	 from lost autographs with variant texts. C	ML10-91.2_full.txt	aca	path	verb	infinitive	no	NA	NA		descend
472	57	  fast. And similarly when a man proceeds in 	ascending	 from low notes to high,  the spirit seem	EMH10-29_Maw_A.txt	aca	path	verb	ing	yes	translational	no		ascend
668	2478	 Photograph: Tristram Kenton The best performances 	come	 from Marcellina (Ann Murray), dowdy Bartolo (	GLR163ac280612.txt	news	path	verb	infinitive	no	NA	NA		come
827	516	  Furthermore, by omitting the scene in which Juno 	descends	 from Olympus to bless the political shit-	GCDR132ta131011.txt	news	path	verb	3_present	L	NA	NA		descend
1973	11	  which beset the capitalist system as it 	staggers	 from one crisis to the next’.64 If 	ML09-90.3_Bullivant.txt	aca	manner	verb	3_present	no	NA	NA		stagger
1553	79	 s off dazzling antiphonal contrasts, with phrases 	floating	 from one vocal section to another. The Cl	CT411ts131294.txt	news	manner	verb	ing	yes	translational	no		float
586	52	  [i.e. distinct in pitch]  notes, since one 	ascends	 from re to mi, or by the reverse 	EMH10-29_Maw_A.txt	aca	path	verb	3_present	yes	translational	no		ascend
669	1718	 ile at the naivety of this  statement, especially 	coming	 from someone who had never visited London  	19thMR09-6.1_2871a_A.txt	aca	path	verb	ing	no	NA	NA		come
670	3963	  are – mannerisms. The soul of those performances 	comes	 from something deeply organic that can only 	IR1191es190907.txt	news	path	verb	3_present	no	NA	NA		come
1314	1543	  his CSO debut last year, he has been 	going	 from strength to strength wherever he perfor	CT442jvr300994.txt	news	path	verb	ing	no	NA	NA		go
671	318	 tituciones’, pp. 209–10. Another source of income 	came	 from the  distributions for those attending a	EMH10-29_Jimenez_A.txt	aca	path	verb	past	no	NA	NA		come
1077	421	  a continuation implicit in a given start. The 	following	 from the  thirty-ninth chapter of the si	EMH10-29_Maw_A.txt	aca	path	verb	ing	no	NA	NA		follow
672	2551	  not bad on this occasion. The best singing 	came	 from the almighty Larisa Gogolevskaya (Kundry	GLR292fm080412.txt	news	path	verb	past	no	NA	NA		come
673	6003	 mble. While they retain the hypnotic quality that 	comes	 from the cyclical arrangement of rhythmic an	WSJ47cfw241109.txt	news	path	verb	3_present	no	NA	NA		come
814	649	  look. A huge cutout of Air Force One 	descending	 from the flies (accompanying one of the	WSJ118hw080211.txt	news	path	verb	ing	L	NA	NA		descend
815	584	 lete with footlights, painted flats and goddesses 	descending	 from the flies in true deus ex machina 	NYT290zw270712.txt	news	path	verb	ing	L	NA	NA		descend
674	618	  for small groups of singers with the organ 	comes	 from the German national church of Santa Mar	JSCM00Vol06No1_O'Regan_A.txt	aca	path	verb	3_present	no	NA	NA		come
541	323	  drawn account of Vaughan Williams's The Lark 	Ascending	 from the Hallé's leader Lyn Fletcher (pi	TT988CDva211006.txt	news	path	verb	ing	exclude			proper name	ascend
228	319	 out the performances to suggest they had recently 	arrived	 from the other side of the world. In 	GLR28ac281111.txt	news	path	verb	past_participle	L	translational	NA		arrive
675	4739	  in-house composer, Nicholas O’Neill. The title 	comes	 from the Parliamentary prayers that begin ea	TT259as050412.txt	news	path	verb	3_present	no	NA	NA		come
402	21	 tural level,growing increasingly abstract as they 	ascend	 from the phrase to the level of the 	BF05fall_rumph_A.txt	aca	path	verb	infinitive	no				ascend
1820	152	 ar, remains problematic, and led to some hesitant 	pacing	 from the pit, where Robin Ticciati coaxed s	GLR684fm290511.txt	news	manner	N	ing	yes	Self-contained	no	speed is motion	pace
676	1824	  very close to those expressed by Aurier:   All 	came	 from the primordial soul, all that we are, 	19thMR10-7.1_1142a_A.txt	aca	path	verb	past	no	NA	NA		come
677	2378	  version of Henry James's The Aspern Papers 	comes	 from the same festival three years earlier; 	GCDR113ac190112.txt	news	path	verb	3_present	no	NA	NA		come
678	5550	 . 'Prague is a very small pot, we all 	come	 from the same school, we know what to 	TT1190ja080110.txt	news	path	verb	infinitive	no	NA	NA		come
852	471	 or discrete units. This understanding of metre is 	descended	 from the thesis/arsis tradition and is i	18thM09-6.1_30a.txt	aca	path	verb	past_participle	no	NA	NA		descend
866	283	  major diagonal. (The major diagonal of a matrix 	descends	 from the upper left corner to the lower 	MA08-27.1_09.txt	aca	path	verb	3_present	no	NA	NA	fictive motion proper	descend
412	304	  enduring spirits of Leos Janacek and Josef Suk 	ascend	 from the valley of the shadow of death 	IR811es210210.txt	news	path	verb	infinitive	no				ascend
2173	21	 . In the nocturnal mayhem of Act II, acrobats 	tumble	 from trapdoors in the ceiling and swing and	GLR438fm010112.txt	news	Manner + path	verb	infinitive	L	NA	NA		tumble
679	6167	 ires of artifice? The most engaging performances 	came	 from veterans doing classics: Joyce Castle ha	WSJ197hw111109.txt	news	path	verb	past	no	NA	NA		come
680	5641	  from Cosi. A taste of all its merits 	came	 from William Shimell, who was absolutely perf	WP151am270212.txt	news	path	verb	past	no	NA	NA		come
681	4512	  such a lost cause that no good can 	come	 from working with any of its parts – makes 	TT12jl220911.txt	news	path	verb	infinitive	no	NA	NA		come
682	3218	  Tom Courtenay – well, we knew where he was 	coming	 from. Fretwork would provide instrumental m	IR55mc281211.txt	news	path	verb	ing	no	NA	NA		come
816	557	 ’s design alienating – is Carlo’s isolation, the 	descending	 front cloth of ancestral tombs a consta	IR1019es160909.txt	news	path	verb	ing	L	NA	NA		descend
2190	11	  caretaker, the pianist lives with the rough-and-	tumble	 fugues that can be so feral, so dense -- 	CT185dps311008.txt	news	Manner + path	N	NA	no	NA	NA	idiomatic	tumble
683	2928	  well as the less predictable sense of having 	come	 full circle. In their very first recital in 	GLR1192ac160510.txt	news	path	verb	past_participle	no	NA	NA		come
1372	1405	 hining abandon. In the opening movement, Simonyan 	went	 further, commissioning a new cadenza from Arm	CT26aga190712.txt	news	path	verb	past	no	NA	NA		go
1713	343	 y Perez), was unconvincing. Except in the freshly 	paced	 Gigue, the composer's signature metrical and	WP345cp151110.txt	news	manner	ADJ	past_participle	yes	Self-contained	no	speed is motion	pace
2240	75	  sounded at times like the entire orchestra was 	tumbling	 gleefully downhill. The half-hour work wa	WP130sb230312.txt	news	Manner + path	verb	ing	yes	translational	no		tumble
473	225	 a dystonic component comes to the foreground. The 	ascending	 glissando has a somewhat ‘noisy’ timbre.	OS09-14.3_124a.txt	aca	path	ADJ	ing	yes	translational	no		ascend
587	78	  behind her (excellent as the sun) as she 	ascends	 glowing brightly as the dawn to Christ t	JM15.txt	aca	path	verb	3_present	L				ascend
1507	126	 osalind Coad conveyed Elvira’s unhingedness while 	floating	 gorgeous high notes; Emily-Jane Thomas’s 	IR466mc240811.txt	news	manner	verb	ing	no	NA	NA	transitive	float
994	370	  a sustained, bowed, monophonic melodic line that 	descends	 gradually by semitone, with some elaborat	MTO09_15.1_Roeder4.txt	aca	path	verb	3_present	yes	translational	no		descend
1654	34	there were pages of haunting stillness and delicacy where Denisov broke his forces down into chamber music units. Alas, these pages tended to get lost amid the preponderance of	meandering	 grayness. The strange paradox here is t	CT402jvr170591.txt	news	manner	ADJ	ing	yes	Self-contained	no		meander
229	239	 Romish superstition, my groans to Belgia’s shores 	arrived	 great William heard, and hast’ning with he	18thM09-6.1_17a.txt	aca	path	verb	past	L	translational	NA		arrive
230	392	  understandable that with the eagerness of a late-	arriving	 guest to make amends, he tore into a 	IR347ap311010.txt	news	path	verb	ing	L	translational	NA		arrive
1508	120	  of Britten's opera are adrift in a 	floating	 gulag. The sharp shadows of Expressionist	IR175ap240612.txt	news	manner	ADJ	ing	no	NA	NA		float
2132	60	  solo with authority and the finale's rapid 	swirl	 had verve, but it didn't amount to 	GLR327re120312.txt	news	manner	N	NA	yes	Self-contained	no		swirl
1945	19	 's mime routine to the William Tell overture, 	racing	 hand-held horses on sticks. Ideally, though	GLR586sj140811.txt	news	manner	verb	ing	L	NA	NA		race
474	5	 m.15–22); externality here is  marked both by the 	ascending	 harmonic profile, upward along the circl	BF04spring_knapp_A.txt	aca	path	ADJ	ing	yes	translational	no		ascend
1471	223	  in the opening-movement cadenza, and exquisitely 	floated	 harmonics throughout. He rather generously	WP92jb130512.txt	news	manner	verb	past_participle	no	NA	NA	transitive	float
1554	235	 y wonderful to hear the ethereal sounds -- unique 	floating	 harmonies and bold colors -- of Messiaen'	WP558various171108.txt	news	manner	ADJ	ing	yes	Self-contained	no		float
1655	38	  on a Zen garden, Ryoanji, and the 	meandering	 harp improvisation Postcard from Heaven	GLR339ah050312.txt	news	manner	ADJ	ing	yes	Self-contained	no		meander
44	2109	  life. There is little doubt that once this 	approach	 has been explored, the pendulum will swin	NYT127ak181199.txt	news	path	N	infinitive	no	NA	NA		approach
